"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR101010"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2448 or Yarrowia_keelungensis@Seq_3403 or Yarrowia_keelungensis@Seq_2900 or Yarrowia_keelungensis@Seq_1092 or Yarrowia_keelungensis@Seq_3454 or Yarrowia_keelungensis@Seq_4142 or Yarrowia_keelungensis@Seq_5646 or Yarrowia_keelungensis@Seq_5927"	"Yarrowia_keelungensis@Seq_1092 or Yarrowia_keelungensis@Seq_2448 or Yarrowia_keelungensis@Seq_2900 or Yarrowia_keelungensis@Seq_3019 or Yarrowia_keelungensis@Seq_3403 or Yarrowia_keelungensis@Seq_3454 or Yarrowia_keelungensis@Seq_4142 or Yarrowia_keelungensis@Seq_4438 or Yarrowia_keelungensis@Seq_5646 or Yarrowia_keelungensis@Seq_5927 or Yarrowia_keelungensis@Seq_5942"	"Yarrowia_keelungensis@Seq_2448;Yarrowia_keelungensis@Seq_3403;Yarrowia_keelungensis@Seq_2900;Yarrowia_keelungensis@Seq_1092;Yarrowia_keelungensis@Seq_3454;Yarrowia_keelungensis@Seq_4142;Yarrowia_keelungensis@Seq_5646;Yarrowia_keelungensis@Seq_5927"	"Yarrowia_keelungensis@Seq_2448;Yarrowia_keelungensis@Seq_3403;Yarrowia_keelungensis@Seq_2900;Yarrowia_keelungensis@Seq_1092;Yarrowia_keelungensis@Seq_3454;Yarrowia_keelungensis@Seq_4142;Yarrowia_keelungensis@Seq_5646;Yarrowia_keelungensis@Seq_5927;Yarrowia_keelungensis@Seq_3019;Yarrowia_keelungensis@Seq_4438;Yarrowia_keelungensis@Seq_5942"
"MNXR107415"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1866"	"Yarrowia_keelungensis@Seq_1866"	"Yarrowia_keelungensis@Seq_1866"	"Yarrowia_keelungensis@Seq_1866"
"MNXR107420"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4541 or Yarrowia_keelungensis@Seq_3815"	NA	""	"Yarrowia_keelungensis@Seq_4541;Yarrowia_keelungensis@Seq_3815"
"MNXR102221"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5570"	NA	""	"Yarrowia_keelungensis@Seq_5570"
"MNXR95388"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2607"	"Yarrowia_keelungensis@Seq_2607"	"Yarrowia_keelungensis@Seq_2607"	"Yarrowia_keelungensis@Seq_2607"
"MNXR96039"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_4631"	"Yarrowia_keelungensis@Seq_4631"	"Yarrowia_keelungensis@Seq_4631"	"Yarrowia_keelungensis@Seq_4631"
"MNXR103048"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1303"	NA	""	"Yarrowia_keelungensis@Seq_1303"
"MNXR102011"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1303"	NA	""	"Yarrowia_keelungensis@Seq_1303"
"MNXR103349"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1303"	"Yarrowia_keelungensis@Seq_1303"	"Yarrowia_keelungensis@Seq_1303"	"Yarrowia_keelungensis@Seq_1303"
"MNXR99614"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1239"	NA	""	"Yarrowia_keelungensis@Seq_1239"
"MNXR104236"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4771"	NA	""	"Yarrowia_keelungensis@Seq_4771"
"MNXR107441"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_499"	NA	""	"Yarrowia_keelungensis@Seq_499"
"MNXR101970"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4522 or Yarrowia_keelungensis@Seq_1815 or Yarrowia_keelungensis@Seq_2840 or Yarrowia_keelungensis@Seq_2678 or Yarrowia_keelungensis@Seq_5464"	NA	""	"Yarrowia_keelungensis@Seq_4522;Yarrowia_keelungensis@Seq_1815;Yarrowia_keelungensis@Seq_2840;Yarrowia_keelungensis@Seq_2678;Yarrowia_keelungensis@Seq_5464"
"MNXR101939"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1916"	"Yarrowia_keelungensis@Seq_1916 or Yarrowia_keelungensis@Seq_4200"	"Yarrowia_keelungensis@Seq_1916"	"Yarrowia_keelungensis@Seq_1916;Yarrowia_keelungensis@Seq_4200"
"MNXR97206"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1987"	NA	""	"Yarrowia_keelungensis@Seq_1987"
"MNXR101938"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1916"	"Yarrowia_keelungensis@Seq_1916"	"Yarrowia_keelungensis@Seq_1916"	"Yarrowia_keelungensis@Seq_1916"
"MNXR97823"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1987"	NA	""	"Yarrowia_keelungensis@Seq_1987"
"MNXR100722"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1569 or Yarrowia_keelungensis@Seq_3232"	NA	""	"Yarrowia_keelungensis@Seq_1569;Yarrowia_keelungensis@Seq_3232"
"MNXR100715"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1569 or Yarrowia_keelungensis@Seq_3232"	NA	""	"Yarrowia_keelungensis@Seq_1569;Yarrowia_keelungensis@Seq_3232"
"MNXR107468"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5550"	NA	""	"Yarrowia_keelungensis@Seq_5550"
"MNXR104929"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5550"	NA	""	"Yarrowia_keelungensis@Seq_5550"
"MNXR97200"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1987"	NA	""	"Yarrowia_keelungensis@Seq_1987"
"MNXR97821"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1987"	NA	""	"Yarrowia_keelungensis@Seq_1987"
"MNXR104996"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_774 or Yarrowia_keelungensis@Seq_3448 or Yarrowia_keelungensis@Seq_4195"	NA	""	"Yarrowia_keelungensis@Seq_774;Yarrowia_keelungensis@Seq_3448;Yarrowia_keelungensis@Seq_4195"
"MNXR96926"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3965 or Yarrowia_keelungensis@Seq_3542"	NA	""	"Yarrowia_keelungensis@Seq_3965;Yarrowia_keelungensis@Seq_3542"
"MNXR96215"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1421"	NA	""	"Yarrowia_keelungensis@Seq_1421"
"MNXR102248"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3165 or Yarrowia_keelungensis@Seq_2637 or Yarrowia_keelungensis@Seq_6037"	NA	""	"Yarrowia_keelungensis@Seq_3165;Yarrowia_keelungensis@Seq_2637;Yarrowia_keelungensis@Seq_6037"
"MNXR96943"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_2973 or Yarrowia_keelungensis@Seq_697 or Yarrowia_keelungensis@Seq_2429"	NA	""	"Yarrowia_keelungensis@Seq_2973;Yarrowia_keelungensis@Seq_697;Yarrowia_keelungensis@Seq_2429"
"MNXR104379"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"
"MNXR104378"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"	"Yarrowia_keelungensis@Seq_3036"
"MNXR95767"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1855"	"Yarrowia_keelungensis@Seq_1855"	"Yarrowia_keelungensis@Seq_1855"	"Yarrowia_keelungensis@Seq_1855"
"MNXR107497"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_500"	NA	""	"Yarrowia_keelungensis@Seq_500"
"MNXR107498"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2014"	"Yarrowia_keelungensis@Seq_2014"	"Yarrowia_keelungensis@Seq_2014"	"Yarrowia_keelungensis@Seq_2014"
"MNXR95161"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3956 or Yarrowia_keelungensis@Seq_3519"	NA	""	"Yarrowia_keelungensis@Seq_3956;Yarrowia_keelungensis@Seq_3519"
"MNXR97759"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5447 or Yarrowia_keelungensis@Seq_6046 or Yarrowia_keelungensis@Seq_1148 or Yarrowia_keelungensis@Seq_5682"	NA	""	"Yarrowia_keelungensis@Seq_5447;Yarrowia_keelungensis@Seq_6046;Yarrowia_keelungensis@Seq_1148;Yarrowia_keelungensis@Seq_5682"
"MNXR104365"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2488"	"Yarrowia_keelungensis@Seq_2488"	"Yarrowia_keelungensis@Seq_2488"	"Yarrowia_keelungensis@Seq_2488"
"MNXR107527"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2131 or Yarrowia_keelungensis@Seq_2462"	"Yarrowia_keelungensis@Seq_2462"	"Yarrowia_keelungensis@Seq_2462"	"Yarrowia_keelungensis@Seq_2131;Yarrowia_keelungensis@Seq_2462"
"MNXR97779"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4804"	NA	""	"Yarrowia_keelungensis@Seq_4804"
"MNXR102345"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_3161"	"Yarrowia_keelungensis@Seq_3161"	"Yarrowia_keelungensis@Seq_3161"	"Yarrowia_keelungensis@Seq_3161"
"MNXR100594"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4914 or Yarrowia_keelungensis@Seq_3996"	NA	""	"Yarrowia_keelungensis@Seq_4914;Yarrowia_keelungensis@Seq_3996"
"MNXR97818"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1303"	NA	""	"Yarrowia_keelungensis@Seq_1303"
"MNXR97207"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1724"	"Yarrowia_keelungensis@Seq_1724"	"Yarrowia_keelungensis@Seq_1724"	"Yarrowia_keelungensis@Seq_1724"
"MNXR100293"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_969"	NA	""	"Yarrowia_keelungensis@Seq_969"
"MNXR107539"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_969"	NA	""	"Yarrowia_keelungensis@Seq_969"
"MNXR103357"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_6239"	"Yarrowia_keelungensis@Seq_6239"	"Yarrowia_keelungensis@Seq_6239"	"Yarrowia_keelungensis@Seq_6239"
"MNXR107543"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_923"	NA	""	"Yarrowia_keelungensis@Seq_923"
"MNXR107552"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5908"	NA	""	"Yarrowia_keelungensis@Seq_5908"
"MNXR100628"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_995"	"Yarrowia_keelungensis@Seq_995"	"Yarrowia_keelungensis@Seq_995"	"Yarrowia_keelungensis@Seq_995"
"MNXR94843"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2823"	"Yarrowia_keelungensis@Seq_2823"	"Yarrowia_keelungensis@Seq_2823"	"Yarrowia_keelungensis@Seq_2823"
"MNXR95149"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_774 or Yarrowia_keelungensis@Seq_3448 or Yarrowia_keelungensis@Seq_4195"	NA	""	"Yarrowia_keelungensis@Seq_774;Yarrowia_keelungensis@Seq_3448;Yarrowia_keelungensis@Seq_4195"
"MNXR100355"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_420"	"Yarrowia_keelungensis@Seq_420"	"Yarrowia_keelungensis@Seq_420"	"Yarrowia_keelungensis@Seq_420"
"MNXR95715"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1386 or Yarrowia_keelungensis@Seq_5448 or Yarrowia_keelungensis@Seq_2898 or Yarrowia_keelungensis@Seq_4438 or Yarrowia_keelungensis@Seq_5942 or Yarrowia_keelungensis@Seq_3019 or Yarrowia_keelungensis@Seq_3217"	NA	""	"Yarrowia_keelungensis@Seq_1386;Yarrowia_keelungensis@Seq_5448;Yarrowia_keelungensis@Seq_2898;Yarrowia_keelungensis@Seq_4438;Yarrowia_keelungensis@Seq_5942;Yarrowia_keelungensis@Seq_3019;Yarrowia_keelungensis@Seq_3217"
"MNXR104267"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_6043"	"Yarrowia_keelungensis@Seq_6043"	"Yarrowia_keelungensis@Seq_6043"	"Yarrowia_keelungensis@Seq_6043"
"MNXR95743"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_4013 or Yarrowia_keelungensis@Seq_2593 or Yarrowia_keelungensis@Seq_5210 or Yarrowia_keelungensis@Seq_3430 or Yarrowia_keelungensis@Seq_2637"	"Yarrowia_keelungensis@Seq_4013 or Yarrowia_keelungensis@Seq_4822 or Yarrowia_keelungensis@Seq_5210"	"Yarrowia_keelungensis@Seq_4013;Yarrowia_keelungensis@Seq_5210"	"Yarrowia_keelungensis@Seq_4013;Yarrowia_keelungensis@Seq_2593;Yarrowia_keelungensis@Seq_5210;Yarrowia_keelungensis@Seq_3430;Yarrowia_keelungensis@Seq_2637;Yarrowia_keelungensis@Seq_4822"
"MNXR95742"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_4013 or Yarrowia_keelungensis@Seq_2593 or Yarrowia_keelungensis@Seq_5210 or Yarrowia_keelungensis@Seq_3430 or Yarrowia_keelungensis@Seq_2637"	NA	""	"Yarrowia_keelungensis@Seq_4013;Yarrowia_keelungensis@Seq_2593;Yarrowia_keelungensis@Seq_5210;Yarrowia_keelungensis@Seq_3430;Yarrowia_keelungensis@Seq_2637"
"MNXR95813"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1799 or Yarrowia_keelungensis@Seq_4105 or Yarrowia_keelungensis@Seq_2719 or Yarrowia_keelungensis@Seq_1716 or Yarrowia_keelungensis@Seq_5108 or Yarrowia_keelungensis@Seq_2968"	NA	""	"Yarrowia_keelungensis@Seq_1799;Yarrowia_keelungensis@Seq_4105;Yarrowia_keelungensis@Seq_2719;Yarrowia_keelungensis@Seq_1716;Yarrowia_keelungensis@Seq_5108;Yarrowia_keelungensis@Seq_2968"
