"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR116740"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2052 or yHMPu5000034883_Peterozyma_xylosa@Seq_3242"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2052;yHMPu5000034883_Peterozyma_xylosa@Seq_3242"
"metacyc:RXN-19572"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4940"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4940"
"metacyc:RXN-19570"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4910 or yHMPu5000034883_Peterozyma_xylosa@Seq_5447"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4910;yHMPu5000034883_Peterozyma_xylosa@Seq_5447"
"metacyc:RXN-19558"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_740"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_740"
"metacyc:RXN-19550"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_740"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_740"
"MNXR117954"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3467"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3467"
"MNXR118260"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_919 or yHMPu5000034883_Peterozyma_xylosa@Seq_2405"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_919;yHMPu5000034883_Peterozyma_xylosa@Seq_2405"
"MNXR96136"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_317 or yHMPu5000034883_Peterozyma_xylosa@Seq_432 or yHMPu5000034883_Peterozyma_xylosa@Seq_847 or yHMPu5000034883_Peterozyma_xylosa@Seq_1084 or yHMPu5000034883_Peterozyma_xylosa@Seq_1562 or yHMPu5000034883_Peterozyma_xylosa@Seq_1726 or yHMPu5000034883_Peterozyma_xylosa@Seq_2156 or yHMPu5000034883_Peterozyma_xylosa@Seq_2914 or yHMPu5000034883_Peterozyma_xylosa@Seq_3241 or yHMPu5000034883_Peterozyma_xylosa@Seq_3614 or yHMPu5000034883_Peterozyma_xylosa@Seq_4526 or yHMPu5000034883_Peterozyma_xylosa@Seq_4589 or yHMPu5000034883_Peterozyma_xylosa@Seq_4981 or yHMPu5000034883_Peterozyma_xylosa@Seq_5044"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_317;yHMPu5000034883_Peterozyma_xylosa@Seq_432;yHMPu5000034883_Peterozyma_xylosa@Seq_847;yHMPu5000034883_Peterozyma_xylosa@Seq_1084;yHMPu5000034883_Peterozyma_xylosa@Seq_1562;yHMPu5000034883_Peterozyma_xylosa@Seq_1726;yHMPu5000034883_Peterozyma_xylosa@Seq_2156;yHMPu5000034883_Peterozyma_xylosa@Seq_2914;yHMPu5000034883_Peterozyma_xylosa@Seq_3241;yHMPu5000034883_Peterozyma_xylosa@Seq_3614;yHMPu5000034883_Peterozyma_xylosa@Seq_4526;yHMPu5000034883_Peterozyma_xylosa@Seq_4589;yHMPu5000034883_Peterozyma_xylosa@Seq_4981;yHMPu5000034883_Peterozyma_xylosa@Seq_5044"
"MNXR97026"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1004 or yHMPu5000034883_Peterozyma_xylosa@Seq_3419"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1004;yHMPu5000034883_Peterozyma_xylosa@Seq_3419"
"MNXR112043"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3134"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3134"
